Latitude,Longitude,Elevation,Time
23.5641633333,87.2831366667,115.40,7:24:6.0
23.5641833333,87.2830883333,108.80,7:24:7.0
23.5641716667,87.2830716667,115.80,7:24:8.0
23.5641716667,87.28304,116.60,7:24:9.0
23.56416,87.2830233333,119.50,7:24:10.0
23.564155,87.28299,121.70,7:24:11.0
23.5641516667,87.282975,121.70,7:24:12.0
23.5641516667,87.282975,121.50,7:24:13.0
23.5641516667,87.282975,121.30,7:24:14.0
23.5641516667,87.282975,120.80,7:24:15.0
23.5641466667,87.282975,120.30,7:24:16.0
23.5641466667,87.2829583333,118.80,7:24:17.0
23.5641433333,87.282975,118.50,7:24:18.0
23.5641433333,87.282975,119.30,7:24:19.0
23.5641433333,87.28299,119.90,7:24:20.0
23.5641516667,87.28299,119.00,7:24:21.0
23.564155,87.2830066667,117.20,7:24:22.0
23.5641666667,87.2830066667,114.70,7:24:23.0
23.5641666667,87.2830066667,113.40,7:24:24.0
23.5641633333,87.28299,111.80,7:24:25.0
23.5641666667,87.28299,109.80,7:24:26.0
23.5641666667,87.28299,108.80,7:24:27.0
23.5641666667,87.28299,108.10,7:24:28.0
23.5641666667,87.2830066667,106.90,7:24:29.0
23.5641666667,87.2830066667,106.70,7:24:30.0
23.5641633333,87.2830066667,107.00,7:24:31.0
23.5641633333,87.2830066667,107.30,7:24:32.0
23.5641516667,87.2830233333,110.70,7:24:33.0
23.5641516667,87.28304,110.70,7:24:34.0
23.56416,87.28304,111.30,7:24:35.0
23.564155,87.28304,110.00,7:24:36.0
23.564155,87.28304,109.90,7:24:37.0
23.564155,87.28304,109.90,7:24:38.0
23.564155,87.28304,109.90,7:24:39.0
23.564155,87.28304,109.90,7:24:40.0
23.564155,87.28304,109.90,7:24:41.0
23.564155,87.28304,109.80,7:24:42.0
23.564155,87.28304,109.80,7:24:43.0
23.564155,87.28304,109.80,7:24:44.0
23.56416,87.28304,109.80,7:24:45.0
23.56416,87.28304,109.80,7:24:46.0
23.56416,87.283055,109.80,7:24:47.0
23.56416,87.283055,109.80,7:24:48.0
23.56416,87.283055,109.80,7:24:49.0
23.56416,87.283055,109.80,7:24:50.0
23.56416,87.283055,109.80,7:24:51.0
23.56416,87.283055,109.70,7:24:52.0
23.56416,87.283055,109.70,7:24:53.0
23.56416,87.283055,109.70,7:24:54.0
23.56416,87.283055,109.70,7:24:55.0
23.56416,87.283055,109.70,7:24:56.0
23.56416,87.283055,109.70,7:24:57.0
23.56416,87.283055,109.70,7:24:58.0
23.56416,87.28304,109.70,7:24:59.0
23.5641633333,87.28304,109.60,7:25:0.0
23.5641633333,87.28304,109.60,7:25:1.0
23.5641633333,87.28304,109.60,7:25:2.0
23.5641666667,87.28304,109.60,7:25:3.0
23.5641666667,87.28304,109.60,7:25:4.0
23.5641666667,87.28304,109.60,7:25:5.0
23.5641666667,87.28304,109.60,7:25:6.0
23.5641666667,87.28304,109.60,7:25:7.0
23.5641666667,87.28304,109.60,7:25:8.0
23.5641666667,87.28304,109.60,7:25:9.0
23.5641666667,87.28304,109.60,7:25:10.0
23.5641716667,87.28304,109.60,7:25:11.0
23.5641716667,87.28304,109.60,7:25:12.0
23.5641716667,87.28304,109.60,7:25:13.0
23.564175,87.28304,109.60,7:25:14.0
23.564175,87.28304,109.60,7:25:15.0
23.564175,87.28304,109.60,7:25:16.0
23.564175,87.28304,109.60,7:25:17.0
23.564175,87.28304,109.60,7:25:18.0
23.5641716667,87.28304,109.50,7:25:19.0
23.5641716667,87.2830233333,109.50,7:25:20.0
23.5641716667,87.2830233333,109.50,7:25:21.0
23.5641716667,87.2830233333,109.50,7:25:22.0
23.5641716667,87.2830233333,109.50,7:25:23.0
23.5641716667,87.2830233333,109.50,7:25:24.0
23.5641666667,87.2830233333,109.50,7:25:25.0
23.5641666667,87.2830233333,109.50,7:25:26.0
23.5641666667,87.2830233333,109.50,7:25:27.0
23.5641666667,87.2830233333,109.40,7:25:28.0
23.5641666667,87.28304,109.40,7:25:29.0
23.5641666667,87.28304,109.50,7:25:30.0
23.5641666667,87.28304,109.50,7:25:31.0
23.5641666667,87.28304,109.50,7:25:32.0
23.5641716667,87.28304,109.50,7:25:33.0
23.5641716667,87.28304,109.50,7:25:34.0
23.5641716667,87.28304,109.50,7:25:35.0
23.5641666667,87.28304,109.60,7:25:36.0
23.5641666667,87.28304,109.60,7:25:37.0
23.5641716667,87.28304,109.60,7:25:38.0
23.564175,87.28304,109.60,7:25:39.0
23.56418,87.28304,109.50,7:25:40.0
23.5641833333,87.2830233333,109.50,7:25:41.0
23.5641833333,87.2830233333,109.50,7:25:42.0
23.5641883333,87.2830233333,109.40,7:25:43.0
23.5641833333,87.2830233333,109.40,7:25:44.0
23.5641883333,87.2830066667,109.00,7:25:45.0
23.5641916667,87.2830066667,108.60,7:25:46.0
23.5641966667,87.2830066667,108.20,7:25:47.0
23.5642,87.28299,108.30,7:25:48.0
23.5642033333,87.28299,109.00,7:25:49.0
23.5642083333,87.282975,108.80,7:25:50.0
23.56422,87.282975,109.50,7:25:51.0
23.56422,87.282975,110.10,7:25:52.0
23.564225,87.282975,110.10,7:25:53.0
23.564225,87.28299,111.80,7:25:54.0
23.564225,87.28299,111.40,7:25:55.0
23.564225,87.282975,111.30,7:25:56.0
23.564225,87.282975,111.00,7:25:57.0
23.564225,87.282975,111.10,7:25:58.0
23.564225,87.282975,111.20,7:25:59.0
23.564225,87.282975,111.20,7:26:0.0
