Latitude,Longitude,Elevation,Time
23.564225,87.2831216667,96.50,11:29:47.0
23.564225,87.2831216667,96.50,11:29:48.0
23.564225,87.2831216667,96.50,11:29:49.0
23.564225,87.2831216667,96.50,11:29:50.0
23.564225,87.2831216667,96.50,11:29:51.0
23.564225,87.2831216667,96.50,11:29:52.0
23.564225,87.2831216667,96.50,11:29:53.0
23.564225,87.2831216667,96.50,11:29:54.0
23.564225,87.2831216667,96.50,11:29:55.0
23.564225,87.2831216667,96.50,11:29:56.0
23.564225,87.2831216667,96.50,11:29:57.0
23.564225,87.2831216667,96.50,11:29:58.0
23.564225,87.2831216667,96.50,11:29:59.0
23.564225,87.2831216667,96.50,11:30:0.0
23.564225,87.2831216667,96.50,11:30:1.0
23.564225,87.2831216667,96.50,11:30:2.0
23.564225,87.2831216667,96.50,11:30:3.0
23.564225,87.2831216667,96.50,11:30:4.0
23.564225,87.2831216667,96.60,11:30:5.0
23.564225,87.2831216667,96.60,11:30:6.0
23.564225,87.2831216667,96.60,11:30:7.0
23.564225,87.2831216667,96.60,11:30:8.0
23.564225,87.2831216667,96.60,11:30:9.0
23.564225,87.2831216667,96.60,11:30:10.0
23.564225,87.2831216667,96.60,11:30:11.0
23.564225,87.2831216667,96.60,11:30:12.0
23.564225,87.2831216667,96.60,11:30:13.0
23.564225,87.2831216667,96.60,11:30:14.0
23.564225,87.2831216667,96.60,11:30:15.0
23.564225,87.2831216667,96.60,11:30:16.0
23.564225,87.2831216667,96.60,11:30:17.0
23.564225,87.2831216667,96.60,11:30:18.0
23.564225,87.2831216667,96.60,11:30:19.0
23.564225,87.2831216667,96.60,11:30:20.0
23.564225,87.2831216667,96.60,11:30:21.0
23.564225,87.2831216667,96.60,11:30:22.0
23.564225,87.2831216667,96.60,11:30:23.0
23.564225,87.2831216667,96.60,11:30:24.0
23.564225,87.2831216667,96.60,11:30:25.0
23.564225,87.2831216667,96.60,11:30:26.0
23.564225,87.2831216667,96.60,11:30:27.0
23.564225,87.2831216667,96.60,11:30:28.0
23.564225,87.2831216667,96.60,11:30:29.0
23.564225,87.2831216667,96.60,11:30:30.0
23.564225,87.2831216667,96.60,11:30:31.0
23.564225,87.2831216667,96.60,11:30:32.0
23.564225,87.2831216667,96.60,11:30:33.0
23.564225,87.2831216667,96.60,11:30:34.0
23.564225,87.2831216667,96.60,11:30:35.0
23.564225,87.2831216667,96.60,11:30:36.0
23.564225,87.2831216667,96.60,11:30:37.0
23.564225,87.2831216667,96.60,11:30:38.0
23.564225,87.2831216667,96.60,11:30:39.0
23.564225,87.2831216667,96.60,11:30:40.0
23.564225,87.2831216667,96.60,11:30:41.0
23.564225,87.2831216667,96.60,11:30:42.0
23.564225,87.2831216667,96.60,11:30:43.0
23.564225,87.2831216667,96.60,11:30:44.0
23.564225,87.2831216667,96.60,11:30:45.0
23.564225,87.2831216667,96.60,11:30:46.0
23.564225,87.2831216667,96.60,11:30:47.0
23.564225,87.2831216667,96.60,11:30:48.0
23.564225,87.2831216667,96.60,11:30:49.0
23.564225,87.2831216667,96.60,11:30:50.0
23.564225,87.2831216667,96.60,11:30:51.0
23.564225,87.2831216667,96.60,11:30:52.0
23.564225,87.2831216667,96.60,11:30:53.0
23.564225,87.2831216667,96.60,11:30:54.0
23.564225,87.2831216667,96.60,11:30:55.0
23.564225,87.2831216667,96.60,11:30:56.0
23.564225,87.2831216667,96.60,11:30:57.0
23.564225,87.2831216667,96.60,11:30:58.0
23.564225,87.2831216667,96.60,11:30:59.0
23.564225,87.2831216667,96.60,11:31:0.0
23.564225,87.2831216667,96.60,11:31:1.0
23.564225,87.2831216667,96.60,11:31:2.0
23.564225,87.2831216667,96.60,11:31:3.0
23.564225,87.2831216667,96.60,11:31:4.0
23.564225,87.2831216667,96.60,11:31:5.0
23.564225,87.2831216667,96.60,11:31:6.0
23.564225,87.2831216667,96.60,11:31:7.0
23.564225,87.2831216667,96.60,11:31:8.0
23.564225,87.2831216667,96.60,11:31:9.0
23.564225,87.2831216667,96.60,11:31:10.0
23.564225,87.2831216667,96.60,11:31:11.0
23.564225,87.2831216667,96.60,11:31:12.0
23.564225,87.2831216667,96.60,11:31:13.0
23.564225,87.2831216667,96.60,11:31:14.0
23.564225,87.2831216667,96.60,11:31:15.0
23.564225,87.2831216667,96.60,11:31:16.0
23.564225,87.2831216667,96.70,11:31:17.0
23.564225,87.2831216667,96.70,11:31:18.0
23.564225,87.2831216667,96.70,11:31:19.0
23.564225,87.2831216667,96.70,11:31:20.0
23.564225,87.2831216667,96.70,11:31:21.0
23.564225,87.2831216667,96.70,11:31:22.0
23.564225,87.2831216667,96.70,11:31:23.0
23.564225,87.2831216667,96.70,11:31:24.0
23.564225,87.2831216667,96.70,11:31:25.0
23.564225,87.2831216667,96.70,11:31:26.0
23.564225,87.2831216667,96.70,11:31:27.0
23.564225,87.2831216667,96.70,11:31:28.0
23.564225,87.2831216667,96.70,11:31:29.0
23.564225,87.2831216667,96.70,11:31:30.0
23.564225,87.2831216667,96.70,11:31:31.0
23.564225,87.2831216667,96.70,11:31:32.0
23.564225,87.2831216667,96.70,11:31:33.0
23.564225,87.2831216667,96.70,11:31:34.0
23.564225,87.2831216667,96.70,11:31:35.0
23.564225,87.2831216667,96.70,11:31:36.0
23.564225,87.2831216667,96.70,11:31:37.0
23.564225,87.2831216667,96.70,11:31:38.0
